@relation learnngCellDatasetAgeBalanced

@attribute ArticleId numeric
@attribute PMCid numeric
@attribute TableName String
@attribute SpecPragmatics {BaselineCharacteristic}
@attribute CellContent String
@attribute Header String
@attribute Stub String
@attribute SuperRow String
@attribute rowN numeric
@attribute columnN numeric
@attribute function numeric
@attribute hasValue {yes,No}

@data
3275,2894785,'Table 1',BaselineCharacteristic,'xx.x (± xx.x)','ControlGroupn = xxx ; ','Age, mean ± SD (years)',?,1,2,?,yes
3276,2894820,'Table 4',BaselineCharacteristic,x.xx,'Control(mean) ; ',Child,?,1,2,43,yes
3276,2894820,'Table 4',BaselineCharacteristic,x.xx,'Intervention(mean) ; ',Child,?,1,3,43,yes
3291,2902493,'Table 1',BaselineCharacteristic,'xx [xx-xx]','xx ; ',None,None,1,2,?,yes
3308,2905428,'Table 1',BaselineCharacteristic,xx-xx,'No (\%) ; ',?,' Age',2,2,3,yes
3308,2905428,'Table 1',BaselineCharacteristic,xx,'No (\%) ; ',?,' Age',3,2,3,yes
3324,2910694,'Table 1',BaselineCharacteristic,'xx (range xx-xx)','Number ; ',None,None,1,1,?,yes
3561,2990606,'Table 1',BaselineCharacteristic,'xx (xx–xx)',?,'Age in years, median (range)',?,4,1,3,yes
3652,3015370,'Table 1.',BaselineCharacteristic,'xx.x (+/? x.x)','Estrogen ; ','Age (years)',None,1,1,3,yes
3652,3015370,'Table 1.',BaselineCharacteristic,'xx.x (+/? x.x)','Placebo ; ','Age (years)',None,1,2,3,yes
3974,3086082,'Table 1',BaselineCharacteristic,xx,' ; ',?Median,' Age, in years, median (range)',2,1,3,yes
3974,3086082,'Table 1',BaselineCharacteristic,'xx, xx',' ; ','?Minimum, maximum',' Age, in years, median (range)',3,1,3,yes
4011,3097354,Table 1,BaselineCharacteristic,'xx (xx–xx)','Intervention group, N?=?xx ; ','Age (median, range)',None,1,2,3,yes
4011,3097354,Table 1,BaselineCharacteristic,'xx (xx–xx)','Control group, N?=?xx ; ','Age (median, range)',None,1,4,3,yes
4024,3102212,Table 2,BaselineCharacteristic,'xx (xx–xx)','No. patients (n = xx) ; ',None,None,2,1,3,yes
4113,3128267,Table 1,BaselineCharacteristic,xx,'Patient I ; ','Age (years)',None,1,1,3,yes
4113,3128267,Table 1,BaselineCharacteristic,xx,'Patient II ; ','Age (years)',None,1,2,3,yes
4185,3152943,'Table 1',BaselineCharacteristic,'xx.xx (xx.xxx)','Canakinumab xxx mg SC qxwk, n = xx ; xx (xx.x) ;  ; ',None,None,3,1,?,yes
4185,3152943,'Table 1',BaselineCharacteristic,'xx.xx (xx.xxx)','Canakinumab xxx mg SC qxwk, n = xx ; xx (xx.x) ;  ; ',None,None,3,2,?,yes
4185,3152943,'Table 1',BaselineCharacteristic,'xx.xx (xx.xxx)','Canakinumab xxx mg SC qxwk + xxx mg IV loading dose, n = xx ; xx (xx.x) ;  ; ',None,None,3,3,?,yes
4185,3152943,'Table 1',BaselineCharacteristic,'xx.xx (xx.xxx)','Placebo, n = xx ; xx (xx.x) ;  ; ',None,None,3,4,?,yes
4246,3165084,'Table 1',BaselineCharacteristic,xx,'Number(percent) ; xx(xxx) ;  ; ','Age in years (median)',?,3,1,?,yes
4246,3165084,'Table 1',BaselineCharacteristic,xx–xx,'Number(percent) ; xx(xxx) ;  ; ',?,?,4,1,?,yes
4305,3176247,'Table 1',BaselineCharacteristic,xx,'First-line ;  ; No ; ','Age, median',?,5,2,3,yes
4305,3176247,'Table 1',BaselineCharacteristic,(xx-xx),'First-line ;  ; (\%) ; ','Age, median',?,5,3,3,yes
4305,3176247,'Table 1',BaselineCharacteristic,xx,'Second-line ;  ; No ; ','Age, median',?,5,4,3,yes
4305,3176247,'Table 1',BaselineCharacteristic,(xx-xx),'Second-line ;  ; (\%) ; ','Age, median',?,5,5,3,yes
4305,3176247,'Table 1',BaselineCharacteristic,xx.x(xx~xx),'All patients ;  ;  ; ','Age, median',?,5,6,3,yes
4305,3176247,'Table 1',BaselineCharacteristic,xx.x(xx~xx),'(\%) ;  ;  ; ','Age, median',?,5,7,3,yes
4375,3195264,'Table 1',BaselineCharacteristic,'x.x ±x.x (x.x–xx.x)','Iobitridol xxx (n?=?xx) ; ',?,' Baseline characteristics',2,1,3,yes
4375,3195264,'Table 1',BaselineCharacteristic,'x.x ±x.x (x.x–xx.x)','Iodixanol xxx (n?=?xx) ; ',?,' Baseline characteristics',2,2,3,yes
4375,3195264,'Table 1',BaselineCharacteristic,'x.x ±x.x (x.x–xx.x)','Total (n?=?xxx) ; ',?,' Baseline characteristics',2,3,3,yes
4428,3208500,'Table 1',BaselineCharacteristic,xx,'Number of patients ; ',?Mean,' Age (years)',8,1,3,yes
4428,3208500,'Table 1',BaselineCharacteristic,xx–xx,'Number of patients ; ',?Range,' Age (years)',9,1,3,yes
4585,3247194,'Table 1',BaselineCharacteristic,'xx.x (x.x)','COPD Subjects ; xxx ;  ; ',None,None,3,2,?,yes
4585,3247194,'Table 1',BaselineCharacteristic,'xx.x (x.x)','Smoker Controls ; xx ;  ; ',None,None,3,3,?,yes
4585,3247194,'Table 1',BaselineCharacteristic,'xx.x (x.x)','Non-smoker Controls ; xx ;  ; ',None,None,3,4,?,yes
4713,3281202,'Table 3',BaselineCharacteristic,xx.x?±?xx.x,'ISSAAC ; N?=?xxx ; ',Male,' Age (years), mean?±?SD',3,1,3,yes
4713,3281202,'Table 3',BaselineCharacteristic,xx.x?±?xx.x.,'INSECT ; N?=?xxx ; ',Male,' Age (years), mean?±?SD',3,2,3,yes
4713,3281202,'Table 3',BaselineCharacteristic,xx.x?±?xx.x,'ISSAAC ; N?=?xxx ; ',Female,' Age (years), mean?±?SD',4,1,3,yes
4713,3281202,'Table 3',BaselineCharacteristic,xx.x?±?xx.x,'INSECT ; N?=?xxx ; ',Female,' Age (years), mean?±?SD',4,2,3,yes
4733,3285050,'Table 1',BaselineCharacteristic,'xx (xx-xx)',?,'Age (years)',None,0,2,3,yes
4744,3291838,Table 1,BaselineCharacteristic,'xx (xx–xx)','Value ; ','Age, years',?,5,1,3,yes
4908,3338391,'Table 1',BaselineCharacteristic,xx.x,'Study sites ;  ; High transmission ;  ; Ampasimanjeva ; xxx ;  ; ',None,None,7,1,?,yes
4908,3338391,'Table 1',BaselineCharacteristic,xx.x,'Study sites ;  ; High transmission ;  ; Vohimasy ; xxx ;  ; ',None,None,7,2,?,yes
4908,3338391,'Table 1',BaselineCharacteristic,xx.x,'Study sites ;  ; Low transmission ;  ; Ampasimpotsy ; xxx ;  ; ',None,None,7,3,?,yes
4908,3338391,'Table 1',BaselineCharacteristic,xx.x,'Study sites ;  ; Low transmission ;  ; Andasibe ; xxx ;  ; ',None,None,7,4,?,yes
4958,3349177,'Table 1',BaselineCharacteristic,'xx (xx–xx)','No. of patients ; ','Age, years (median, range)',?,2,1,3,yes
5055,3368715,'Table 1',BaselineCharacteristic,'xx.x ± x.xx','Febuxostat xx mgN = xxx ; ','Mean ± SD',?,19,1,3,yes
5055,3368715,'Table 1',BaselineCharacteristic,'xx.x ± x.xx','Febuxostat xx mgN = xxx ; ','Mean ± SD',?,19,2,3,yes
5055,3368715,'Table 1',BaselineCharacteristic,'xx.x ± x.xx','Allopurinol xxx/xxx mgN = xxx ; ','Mean ± SD',?,19,3,3,yes
5055,3368715,'Table 1',BaselineCharacteristic,xx-xx,'Febuxostat xx mgN = xxx ; ',Range,?,20,1,3,yes
5055,3368715,'Table 1',BaselineCharacteristic,xx-xx,'Febuxostat xx mgN = xxx ; ',Range,?,20,2,3,yes
5055,3368715,'Table 1',BaselineCharacteristic,xx-xx,'Allopurinol xxx/xxx mgN = xxx ; ',Range,?,20,3,3,yes
5162,3397213,Table 1,BaselineCharacteristic,xx.x,'Lapatinib plus bevacizumab ; (N = xx) ; ','Median age, years',None,2,1,3,yes
5267,3407730,'Table 1',BaselineCharacteristic,xx?±?xx,'Result ; ','Age, years, mean',?,1,1,3,yes
5267,3407730,'Table 2',BaselineCharacteristic,xx?±?xx,'Result ; ','Age, years, mean',?,1,1,3,yes
5330,3414800,'Table 1',BaselineCharacteristic,xx.x±xx.x,'OSA ; snorers ; AHI<x n=xx ; ',Age,None,3,1,3,yes
5330,3414800,'Table 1',BaselineCharacteristic,xx.x±xx.x,' ; mild/moderate ; AHI x – xx n=xx ; ',Age,None,3,2,3,yes
5330,3414800,'Table 1',BaselineCharacteristic,xx.x±x.x,' ; severe ; AHI?xx n=xx ; ',Age,None,3,3,3,yes
5383,3427446,'Table 1',BaselineCharacteristic,xx.x?±?xx.x,'Values (N?=?xx) ; ','Age (mean ± SD)',None,2,1,3,yes
5383,3427446,'Table 2',BaselineCharacteristic,xx.x?±?x.x,'Group x (N?=?xx) ; ','Age (mean ± SD)',?,2,1,3,yes
5383,3427446,'Table 2',BaselineCharacteristic,xx.x?±?xx.x,'Group x (N?=?xx) ; ','Age (mean ± SD)',?,2,2,3,yes
5561,3465101,Table 1.,BaselineCharacteristic,'xx (xx–xx)','Efavirenz arm (n?=?xx) ; ','Age (years), median (IQR)',None,2,1,3,yes
5561,3465101,Table 1.,BaselineCharacteristic,'xx (xx–xx)','Nevirapine arm (n?=?xx) ; ','Age (years), median (IQR)',None,2,2,3,yes
5569,3466131,'Table 1',BaselineCharacteristic,'xx (xx–xx)','Group A ; (XELIRI-Bev) ; N?=?xxx ; ','Median (range)',' Age',4,1,3,yes
5569,3466131,'Table 1',BaselineCharacteristic,'xx (xx–xx)','Group B ; (FOLFIRI-Bev) ; N?=?xxx ; ','Median (range)',' Age',4,2,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (x.x)','Cohort x (xxx mg of posaconazole), n?=?xx ; ','?mean (SD)',' Age, years',8,1,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (x.x)','Cohort x (xxx mg of posaconazole), n?=?x ; ','?mean (SD)',' Age, years',8,2,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (x.x)','Placebo, n?=?x ; ','?mean (SD)',' Age, years',8,3,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (x.x)','All subjects, n?=?xx ; ','?mean (SD)',' Age, years',8,4,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (xx–xx)','Cohort x (xxx mg of posaconazole), n?=?xx ; ','?median (range)',' Age, years',9,1,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (xx–xx)','Cohort x (xxx mg of posaconazole), n?=?x ; ','?median (range)',' Age, years',9,2,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (xx–xx)','Placebo, n?=?x ; ','?median (range)',' Age, years',9,3,3,yes
5578,3468079,Table 1.,BaselineCharacteristic,'xx.x (xx–xx)','All subjects, n?=?xx ; ','?median (range)',' Age, years',9,4,3,yes
5636,3483202,'Table 1',BaselineCharacteristic,'xx.x (xx,x)','Diabetes mellitus, n?=?xx ; ','Age years',?,1,1,3,yes
5636,3483202,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','No diabetes mellitus, n?=?xxx ; ','Age years',?,1,2,3,yes
5637,3483844,Table 1.,BaselineCharacteristic,xx,'Value ; ',?Mean,' Age (years)',5,1,3,yes
5637,3483844,Table 1.,BaselineCharacteristic,xx–xx,'Value ; ',?Range,' Age (years)',6,1,3,yes
5696,3493663,Table 1,BaselineCharacteristic,'xx.x (xx.x–xx.x)','ITT xx (xxx.x \%) ; ','Median age/years (range)',' Gender',4,1,3,yes
5696,3493663,Table 1,BaselineCharacteristic,'xx.x (xx.x–xx.x)','PP xx (xxx.x \%) ; ','Median age/years (range)',' Gender',4,2,3,yes
5758,3502482,'Table 1',BaselineCharacteristic,'xx (xx–xx)','xx Gy step (n?=?xx) ; ','Median age (years)(min-max)',?,1,1,3,yes
5758,3502482,'Table 1',BaselineCharacteristic,'xx (xx–xx)','xx Gy step (n?=?xx) ; ','Median age (years)(min-max)',?,1,2,3,yes
5842,3519573,'Table 1',BaselineCharacteristic,'xx.x (x.x)','Total (N?=?xxx) ; ','Age (years), mean (SD)',None,1,1,3,yes
5937,3539065,Table 3,BaselineCharacteristic,'xx (x.x)','Cohort x ; Lapatinib x,xxx mg + placebo ; ','Mean age, years (SD)',?,3,1,3,yes
5937,3539065,Table 3,BaselineCharacteristic,'xx (xx.x)','Cohort x ; Lapatinib x,xxx mg + pazopanib xxx mg ; ','Mean age, years (SD)',?,3,2,3,yes
5937,3539065,Table 3,BaselineCharacteristic,'xx (xx.x)','Cohort x ; Lapatinib x,xxx mg + placebo ; ','Mean age, years (SD)',?,3,3,3,yes
5937,3539065,Table 3,BaselineCharacteristic,'xx (xx.x)','Cohort x ; Lapatinib x,xxx mg + pazopanib xxx mg ; ','Mean age, years (SD)',?,3,4,3,yes
5937,3539065,Table 3,BaselineCharacteristic,'xx (xx.x)','Cohort x ; Pazopanib xxx mg ; ','Mean age, years (SD)',?,3,5,3,yes
6034,3553405,'Table 1',BaselineCharacteristic,'xx.x (xx.x–xx.x)','Cilengitide xxx mg/mxn?=?xx ; ','Mean age (range), yrs',?,2,1,3,yes
6034,3553405,'Table 1',BaselineCharacteristic,'xx.x (xx.x–xx.x)','Cilengitide xxx mg/mxn?=?xx ; ','Mean age (range), yrs',?,2,2,3,yes
6034,3553405,'Table 1',BaselineCharacteristic,'xx.x (xx.x–xx.x)','Cilengitide xxx mg/mxn?=?xx ; ','Mean age (range), yrs',?,2,3,3,yes
6034,3553405,'Table 1',BaselineCharacteristic,'xx.x (xx.x–xx.x)','Docetaxel xx mg/mxn?=?xx ; ','Mean age (range), yrs',?,2,4,3,yes
6034,3553405,'Table 1',BaselineCharacteristic,'xx.x (xx.x–xx.x)','Total n?=?xxx ; ','Mean age (range), yrs',?,2,5,3,yes
6191,3588608,'Table 1',BaselineCharacteristic,'xx.xx ± xx.xx','Age means ± SD (years) ; ','A (n = xx)',None,1,1,3,yes
6191,3588608,'Table 1',BaselineCharacteristic,'xx.xx ± xx.xx','Age means ± SD (years) ; ','B (n = xx)',None,2,1,3,yes
6191,3588608,'Table 1',BaselineCharacteristic,'xx.xx ± xx.xx','Age means ± SD (years) ; ','C (n = x)',None,3,1,3,yes
6191,3588608,'Table 1',BaselineCharacteristic,'xx.xx ± xx.xx','Age means ± SD (years) ; ','Entire group (n = xx)',None,4,1,3,yes
6286,3599166,Table 1,BaselineCharacteristic,xx.x ± x.x,'Moderate (n = x) ; PRE ; ','Age (years)',None,2,1,3,yes
6286,3599166,Table 1,BaselineCharacteristic,xx.x ± x.x,'High (n = xx) ; PRE ; ','Age (years)',None,2,3,3,yes
6311,3600043,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Manic n?=?xx ; ','Age (mean, SD)',' Sociodemographic characteristics',3,1,3,yes
6311,3600043,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Hypomanic n?=?xx ; ','Age (mean, SD)',' Sociodemographic characteristics',3,2,3,yes
6311,3600043,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Mixed n?=?xx ; ','Age (mean, SD)',' Sociodemographic characteristics',3,3,3,yes
6311,3600043,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Depressive n?=?xx ; ','Age (mean, SD)',' Sociodemographic characteristics',3,4,3,yes
6311,3600043,'Table 1',BaselineCharacteristic,'xx.x (xx.x)','Global N?=?xxx ; ','Age (mean, SD)',' Sociodemographic characteristics',3,5,3,yes
6540,60660,'Table 1',BaselineCharacteristic,'xx.x (xx–xx)*','Mean age years ; ','UV exposed',None,1,2,3,yes
6540,60660,'Table 1',BaselineCharacteristic,'xx.x (xx–xx)*','Mean age years ; ',Non-exposed,None,2,2,3,yes
4539,3231981,'Table 1',BaselineCharacteristic,?,'Modality of dialysis ; x h × x/Week ;  ; x h × x/Week ;  ; x h × x/Week ;  ; x h × x/Week ;  ; x h × x/Week ; ',None,None,10,6,?,No
5055,3368715,'Table 1',BaselineCharacteristic,?,'Allopurinol xxx/xxx mgN = xxx ; ',None,None,42,3,3,No
1376,2360764,'Table 1',BaselineCharacteristic,'Metastatic sites','\% ; xxx ; ','Metastatic sites',None,20,2,43,No
2811,2758901,'Table 1',BaselineCharacteristic,x,'Gefitinib ; \% ;  ;  ;  ; ',?Unknown,?,23,2,?,No
5055,3368715,'Table 1',BaselineCharacteristic,?,'Febuxostat xx mgN = xxx ; ','Body mass index (kg/mx)',None,22,1,43,No
1291,2360092,'Table 1',BaselineCharacteristic,xx.x+,'Survival ; ',' x',?,8,13,3,No
309,1586008,'Table 1',BaselineCharacteristic,'Mitral valve disease','Variables ; ','Mitral valve disease',None,18,0,2,No
5569,3466131,'Table 1',BaselineCharacteristic,'xx (xx)','Group A ; (XELIRI-Bev) ; N?=?xxx ; ',Yes,' Symptomatic disease',34,1,3,No
6311,3600043,'Table 1',BaselineCharacteristic,?,'Hypomanic n?=?xx ; ','Lifetime substance-use disorder (n,\%)',None,14,2,43,No
3308,2905428,'Table 1',BaselineCharacteristic,?,' ; ','Tumor size (cm)',None,4,1,43,No
1287,2360042,'Table 1',BaselineCharacteristic,'Best overall response (day xx)','\% ; ','Previous surgery',?,28,6,43,No
2737,2734077,'Table 1',BaselineCharacteristic,xx.xx (x.xx),'Patients ; TAU-Alone Group (n = xx, xx men) ; ',?,' Accuracy (\%; Chance Performance = xx\%)',9,3,3,No
715,1998889,Table 2,BaselineCharacteristic,xx,'Age (yrs) ; ',xx,' Patients without obvious tumour at baseline followed by tumour recurrence',11,0,2,No
6405,420259,'Table 3',BaselineCharacteristic,x,?,?,?,28,5,3,No
215,1488867,'Table 1',BaselineCharacteristic,'xx (xx)','n(\%) ; ','?Infiltrating ductal ca',' Histology',9,1,3,No
1287,2360042,'Table 1',BaselineCharacteristic,xx,'No ; ',?,?,17,5,3,No
2834,2765955,'Table 1',BaselineCharacteristic,'Weight (kg)',' ;  ; Age ;  ; Height (m) ;  ; ',None,None,6,0,?,No
5696,3493663,Table 1,BaselineCharacteristic,'xx (xx.x \%)','PP xx (xxx.x \%) ; ',?,' Inflammatory reaction at vaccination sites',22,2,3,No
3275,2894785,'Table 1',BaselineCharacteristic,'xx (xx.x\%)','ControlGroupn = xxx ; ',?hypertension,' Age, mean ± SD (years)',16,2,?,No
3030,2820141,'Table 6',BaselineCharacteristic,?,' ;  ; Protocol ; ',?,' Age at Diagnosis',19,0,2,No
4861,3321091,'Table 2',BaselineCharacteristic,' Period of  neurological  impairement  (Years) ',?,' Period of  neurological  impairement  (Years) ',None,8,0,2,No
5937,3539065,Table 3,BaselineCharacteristic,'Asian, n (\%)',' ;  ; ','Asian, n (\%)',?,5,0,2,No
4585,3247194,'Table 1',BaselineCharacteristic,'FACIT score','Characteristic ; Number ;  ; Age (yrs) ;  ; Male (\%) ;  ; Smoking, pack-years ;  ; FEVx \% predicted ;  ; \% Low attenuation area on CT (< -xxxHU) ;  ; < x\% emphysema ;  ; x-xx\% emphysema ;  ; xx-xx\% emphysema ;  ; > xx\% emphysema ;  ; \% reversibility FEVx ;  ; BMI ;  ; Fat free mass index ;  ; ','FACIT score',?,43,1,?,No
