ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasGender
352,1764757,Table 1,BaselineCharacteristic,x (x%),Gemcitabine n = xx ; ,,,6,3,3,no
352,1764757,Table 1,BaselineCharacteristic,x (x%),Total n = xx ; ,,,6,4,3,no
352,1764757,Table 1,BaselineCharacteristic,, ; ,,,7,0,2,no
352,1764757,Table 1,BaselineCharacteristic,IVa, ; ,,,7,1,3,no
352,1764757,Table 1,BaselineCharacteristic,x (x%),Cilengitide + Gemcitabine n = xx ; ,,,7,2,3,no
352,1764757,Table 1,BaselineCharacteristic,x (x%),Gemcitabine n = xx ; ,,,7,3,3,no
352,1764757,Table 1,BaselineCharacteristic,x (x%),Total n = xx ; ,,,7,4,3,no
352,1764757,Table 1,BaselineCharacteristic,, ; ,,,8,0,2,no
352,1764757,Table 1,BaselineCharacteristic,IVb, ; ,,,8,1,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Cilengitide + Gemcitabine n = xx ; ,,,8,2,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Gemcitabine n = xx ; ,,,8,3,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Total n = xx ; ,,,8,4,3,no
352,1764757,Table 1,BaselineCharacteristic,KP score at screening, ; ,KP score at screening,,9,0,24,no
352,1764757,Table 1,BaselineCharacteristic,xx, ; ,KP score at screening,,9,1,43,no
352,1764757,Table 1,BaselineCharacteristic,x (x%),Cilengitide + Gemcitabine n = xx ; ,KP score at screening,,9,2,43,no
352,1764757,Table 1,BaselineCharacteristic,x (x%),Gemcitabine n = xx ; ,KP score at screening,,9,3,43,no
352,1764757,Table 1,BaselineCharacteristic,x (x%),Total n = xx ; ,KP score at screening,,9,4,43,no
352,1764757,Table 1,BaselineCharacteristic,, ; ,,,10,0,2,no
352,1764757,Table 1,BaselineCharacteristic,xx, ; ,,,10,1,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Cilengitide + Gemcitabine n = xx ; ,,,10,2,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Gemcitabine n = xx ; ,,,10,3,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Total n = xx ; ,,,10,4,3,no
352,1764757,Table 1,BaselineCharacteristic,, ; ,,,11,0,2,no
352,1764757,Table 1,BaselineCharacteristic,xx, ; ,,,11,1,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Cilengitide + Gemcitabine n = xx ; ,,,11,2,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Gemcitabine n = xx ; ,,,11,3,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Total n = xx ; ,,,11,4,3,no
352,1764757,Table 1,BaselineCharacteristic,, ; ,,,12,0,2,no
352,1764757,Table 1,BaselineCharacteristic,xxx, ; ,,,12,1,3,no
352,1764757,Table 1,BaselineCharacteristic,x (xx%),Cilengitide + Gemcitabine n = xx ; ,,,12,2,3,no
352,1764757,Table 1,BaselineCharacteristic,x (xx%),Gemcitabine n = xx ; ,,,12,3,3,no
352,1764757,Table 1,BaselineCharacteristic,xx (xx%),Total n = xx ; ,,,12,4,3,no
1134,2217514,Table 1,BaselineCharacteristic,Characteristics,,None,None,0,0,12,no
1134,2217514,Table 1,BaselineCharacteristic,N = xx,,Characteristics,None,0,1,1,no
1134,2217514,Table 1,BaselineCharacteristic,"Mean (range) age, years",Characteristics ; ,"Mean (range) age, years",,1,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,"Performance status*, n (%)",Characteristics ; ,None,None,2,0,24,no
1134,2217514,Table 1,BaselineCharacteristic,,N = xx ; ,"Performance status*, n (%)",None,2,1,43,no
1134,2217514,Table 1,BaselineCharacteristic,?xx%,Characteristics ; ,?xx%," Performance status*, n (%)",3,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?xx%," Performance status*, n (%)",3,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,?xx%,Characteristics ; ,?xx%," Performance status*, n (%)",4,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?xx%," Performance status*, n (%)",4,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,?xxx%,Characteristics ; ,?xxx%," Performance status*, n (%)",5,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?xxx%," Performance status*, n (%)",5,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,"Sex, n (%)",Characteristics ; ,None,None,6,0,24,no
1134,2217514,Table 1,BaselineCharacteristic,,N = xx ; ,"Sex, n (%)",None,6,1,43,no
1134,2217514,Table 1,BaselineCharacteristic,?Male,Characteristics ; ,?Male," Sex, n (%)",7,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?Male," Sex, n (%)",7,1,3,yes
1134,2217514,Table 1,BaselineCharacteristic,?Female,Characteristics ; ,?Female," Sex, n (%)",8,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?Female," Sex, n (%)",8,1,3,yes
1134,2217514,Table 1,BaselineCharacteristic,"Race, n (%)",Characteristics ; ,None,None,9,0,24,no
1134,2217514,Table 1,BaselineCharacteristic,,N = xx ; ,"Race, n (%)",None,9,1,43,no
1134,2217514,Table 1,BaselineCharacteristic,?Caucasian,Characteristics ; ,?Caucasian," Race, n (%)",10,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?Caucasian," Race, n (%)",10,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,?Blacks/Asians,Characteristics ; ,?Blacks/Asians," Race, n (%)",11,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?Blacks/Asians," Race, n (%)",11,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,"Prior therapy, n (%)",Characteristics ; ,None,None,12,0,24,no
1134,2217514,Table 1,BaselineCharacteristic,,N = xx ; ,"Prior therapy, n (%)",None,12,1,43,no
1134,2217514,Table 1,BaselineCharacteristic,?Chemotherapy,Characteristics ; ,None,None,13,0,24,no
1134,2217514,Table 1,BaselineCharacteristic,,N = xx ; ,?Chemotherapy,None,13,1,43,no
1134,2217514,Table 1,BaselineCharacteristic,??x prior regimen,Characteristics ; ,??x prior regimen," Prior therapy, n (%) Prior therapy, n (%) ?Chemotherapy",14,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,??x prior regimen," Prior therapy, n (%) Prior therapy, n (%) ?Chemotherapy",14,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,???x prior regimens,Characteristics ; ,???x prior regimens," Prior therapy, n (%) Prior therapy, n (%) ?Chemotherapy",15,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,???x prior regimens," Prior therapy, n (%) Prior therapy, n (%) ?Chemotherapy",15,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,?Radiotherapy,Characteristics ; ,?Radiotherapy," Prior therapy, n (%) Prior therapy, n (%)",16,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?Radiotherapy," Prior therapy, n (%) Prior therapy, n (%)",16,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,?Immunotherapy,Characteristics ; ,?Immunotherapy," Prior therapy, n (%) Prior therapy, n (%)",17,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (x),N = xx ; ,?Immunotherapy," Prior therapy, n (%) Prior therapy, n (%)",17,1,3,no
1134,2217514,Table 1,BaselineCharacteristic,?Other,Characteristics ; ,?Other," Prior therapy, n (%) Prior therapy, n (%)",18,0,2,no
1134,2217514,Table 1,BaselineCharacteristic,x (xx),N = xx ; ,?Other," Prior therapy, n (%) Prior therapy, n (%)",18,1,3,no
1176,2228375,Table 1,BaselineCharacteristic,Characteristic,,None,None,0,0,12,no
1176,2228375,Table 1,BaselineCharacteristic,Budesonide pMDI (n = xxx),,Characteristic,None,0,1,1,no
1176,2228375,Table 1,BaselineCharacteristic,Budesonide/formoterol DPI (n = xxx),,Characteristic,None,0,2,1,no
1176,2228375,Table 1,BaselineCharacteristic,Budesonide/formoterol pMDI (n = xxx),,Characteristic,None,0,3,1,no
1176,2228375,Table 1,BaselineCharacteristic,"Males/females, n",Characteristic ; ,"Males/females, n",,1,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,xx/xxx,Budesonide pMDI (n = xxx) ; ,"Males/females, n",,1,1,3,yes
1176,2228375,Table 1,BaselineCharacteristic,xx/xxx,Budesonide/formoterol DPI (n = xxx) ; ,"Males/females, n",,1,2,3,yes
1176,2228375,Table 1,BaselineCharacteristic,xx/xxx,Budesonide/formoterol pMDI (n = xxx) ; ,"Males/females, n",,1,3,3,yes
1176,2228375,Table 1,BaselineCharacteristic,"Mean age (range), years",Characteristic ; ,"Mean age (range), years",,2,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,"Smokers, n (%)",Characteristic ; ,"Smokers, n (%)",,3,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,xx (x),Budesonide pMDI (n = xxx) ; ,"Smokers, n (%)",,3,1,3,no
1176,2228375,Table 1,BaselineCharacteristic,xx (x),Budesonide/formoterol DPI (n = xxx) ; ,"Smokers, n (%)",,3,2,3,no
1176,2228375,Table 1,BaselineCharacteristic,xx (x),Budesonide/formoterol pMDI (n = xxx) ; ,"Smokers, n (%)",,3,3,3,no
1176,2228375,Table 1,BaselineCharacteristic,"Mean morning PEF (range), l/min",Characteristic ; ,"Mean morning PEF (range), l/min",,5,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,Mean FEVx(range),Characteristic ; ,None,None,6,0,24,no
1176,2228375,Table 1,BaselineCharacteristic,Mean FEVx(range),Budesonide pMDI (n = xxx) ; ,Mean FEVx(range),None,6,1,43,no
1176,2228375,Table 1,BaselineCharacteristic,Mean FEVx(range),Budesonide/formoterol DPI (n = xxx) ; ,Mean FEVx(range),None,6,2,43,no
1176,2228375,Table 1,BaselineCharacteristic,Mean FEVx(range),Budesonide/formoterol pMDI (n = xxx) ; ,Mean FEVx(range),None,6,3,43,no
1176,2228375,Table 1,BaselineCharacteristic,?x,Characteristic ; ,?x, Mean FEVx(range),8,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,"LABA use at entry, n (%)",Characteristic ; ,"LABA use at entry, n (%)",,10,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,xx (xx),Budesonide pMDI (n = xxx) ; ,"LABA use at entry, n (%)",,10,1,3,no
1176,2228375,Table 1,BaselineCharacteristic,xx (xx),Budesonide/formoterol DPI (n = xxx) ; ,"LABA use at entry, n (%)",,10,2,3,no
1176,2228375,Table 1,BaselineCharacteristic,xx (xx),Budesonide/formoterol pMDI (n = xxx) ; ,"LABA use at entry, n (%)",,10,3,3,no
1176,2228375,Table 1,BaselineCharacteristic,"Reliever medication use (range), inhalations/day",Characteristic ; ,"Reliever medication use (range), inhalations/day",,11,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,"Reliever medication-free days (range), %",Characteristic ; ,"Reliever medication-free days (range), %",,12,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,"Nights with awakenings (range), %",Characteristic ; ,"Nights with awakenings (range), %",,14,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,"Symptom-free days (range), %",Characteristic ; ,"Symptom-free days (range), %",,15,0,2,no
1176,2228375,Table 1,BaselineCharacteristic,"Asthma-control days (range), %",Characteristic ; ,"Asthma-control days (range), %",,16,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,,None,None,0,0,12,no
1269,2359662,Table 1,BaselineCharacteristic,No. of patients,,,None,0,1,1,no
1269,2359662,Table 1,BaselineCharacteristic,(%),,,None,0,2,1,no
1269,2359662,Table 1,BaselineCharacteristic,Patients enrolled, ; ,Patients enrolled,,1,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,xx,No. of patients ; ,Patients enrolled,,1,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,Patients enrolled,,1,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Evaluable for toxicity, ; ,Evaluable for toxicity,,2,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,xx,No. of patients ; ,Evaluable for toxicity,,2,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,Evaluable for toxicity,,2,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Evaluable for response, ; ,Evaluable for response,,3,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,xx,No. of patients ; ,Evaluable for response,,3,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,Evaluable for response,,3,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,, ; ,None,None,4,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,4,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,None,None,4,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Age (years), ; ,None,None,5,0,24,no
1269,2359662,Table 1,BaselineCharacteristic,Age (years),No. of patients ; ,Age (years),None,5,1,43,no
1269,2359662,Table 1,BaselineCharacteristic,Age (years),(%) ; ,Age (years),None,5,2,43,no
1269,2359662,Table 1,BaselineCharacteristic,?Median (range), ; ,?Median (range), Age (years),6,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,?Median (range), Age (years),6,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,, ; ,None,None,7,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,7,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,None,None,7,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Gender, ; ,None,None,8,0,24,no
1269,2359662,Table 1,BaselineCharacteristic,Gender,No. of patients ; ,Gender,None,8,1,43,no
1269,2359662,Table 1,BaselineCharacteristic,Gender,(%) ; ,Gender,None,8,2,43,no
1269,2359662,Table 1,BaselineCharacteristic,?Male/female, ; ,?Male/female, Gender,9,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x/xx,No. of patients ; ,?Male/female, Gender,9,1,3,yes
1269,2359662,Table 1,BaselineCharacteristic,xx/xx,(%) ; ,?Male/female, Gender,9,2,3,yes
1269,2359662,Table 1,BaselineCharacteristic,, ; ,None,None,10,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,10,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,None,None,10,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Performance status (WHO), ; ,None,None,11,0,24,no
1269,2359662,Table 1,BaselineCharacteristic,Performance status (WHO),No. of patients ; ,Performance status (WHO),None,11,1,43,no
1269,2359662,Table 1,BaselineCharacteristic,Performance status (WHO),(%) ; ,Performance status (WHO),None,11,2,43,no
1269,2359662,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status (WHO),12,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?x, Performance status (WHO),12,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?x, Performance status (WHO),12,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status (WHO),13,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,xx,No. of patients ; ,?x, Performance status (WHO),13,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?x, Performance status (WHO),13,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?x, ; ,?x, Performance status (WHO),14,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?x, Performance status (WHO),14,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,x,(%) ; ,?x, Performance status (WHO),14,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,, ; ,None,None,15,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,15,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,None,None,15,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Previous chemotherapy regimens, ; ,None,None,16,0,24,no
1269,2359662,Table 1,BaselineCharacteristic,Previous chemotherapy regimens,No. of patients ; ,Previous chemotherapy regimens,None,16,1,43,no
1269,2359662,Table 1,BaselineCharacteristic,Previous chemotherapy regimens,(%) ; ,Previous chemotherapy regimens,None,16,2,43,no
1269,2359662,Table 1,BaselineCharacteristic,?x, ; ,?x, Previous chemotherapy regimens,17,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?x, Previous chemotherapy regimens,17,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?x, Previous chemotherapy regimens,17,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?x, ; ,?x, Previous chemotherapy regimens,18,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?x, Previous chemotherapy regimens,18,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?x, Previous chemotherapy regimens,18,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?x, ; ,?x, Previous chemotherapy regimens,19,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,xx,No. of patients ; ,?x, Previous chemotherapy regimens,19,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?x, Previous chemotherapy regimens,19,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,, ; ,None,None,20,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,20,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,None,None,20,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Previous treatment, ; ,None,None,21,0,24,no
1269,2359662,Table 1,BaselineCharacteristic,Previous treatment,No. of patients ; ,Previous treatment,None,21,1,43,no
1269,2359662,Table 1,BaselineCharacteristic,Previous treatment,(%) ; ,Previous treatment,None,21,2,43,no
1269,2359662,Table 1,BaselineCharacteristic,?Surgery, ; ,?Surgery, Previous treatment,22,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,xx,No. of patients ; ,?Surgery, Previous treatment,22,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Surgery, Previous treatment,22,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Adjuvant chemotherapy, ; ,?Adjuvant chemotherapy, Previous treatment,23,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Adjuvant chemotherapy, Previous treatment,23,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Adjuvant chemotherapy, Previous treatment,23,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Neo-adjuvant chemotherapy, ; ,?Neo-adjuvant chemotherapy, Previous treatment,24,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Neo-adjuvant chemotherapy, Previous treatment,24,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,x,(%) ; ,?Neo-adjuvant chemotherapy, Previous treatment,24,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Chemotherapy for metastatic disease, ; ,?Chemotherapy for metastatic disease, Previous treatment,25,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,xx,No. of patients ; ,?Chemotherapy for metastatic disease, Previous treatment,25,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Chemotherapy for metastatic disease, Previous treatment,25,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Adjuvant radiotherapy, ; ,?Adjuvant radiotherapy, Previous treatment,26,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Adjuvant radiotherapy, Previous treatment,26,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Adjuvant radiotherapy, Previous treatment,26,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Radiotherapy for metastatic disease, ; ,?Radiotherapy for metastatic disease, Previous treatment,27,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Radiotherapy for metastatic disease, Previous treatment,27,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Radiotherapy for metastatic disease, Previous treatment,27,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?None, ; ,?None, Previous treatment,28,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?None, Previous treatment,28,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,x,(%) ; ,?None, Previous treatment,28,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,, ; ,None,None,29,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,,No. of patients ; ,None,None,29,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,,(%) ; ,None,None,29,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,Type of tumour, ; ,None,None,30,0,24,no
1269,2359662,Table 1,BaselineCharacteristic,Type of tumour,No. of patients ; ,Type of tumour,None,30,1,43,no
1269,2359662,Table 1,BaselineCharacteristic,Type of tumour,(%) ; ,Type of tumour,None,30,2,43,no
1269,2359662,Table 1,BaselineCharacteristic,?Breast cancer, ; ,?Breast cancer, Type of tumour,31,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Breast cancer, Type of tumour,31,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Breast cancer, Type of tumour,31,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Lung cancer, ; ,?Lung cancer, Type of tumour,32,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Lung cancer, Type of tumour,32,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,x,(%) ; ,?Lung cancer, Type of tumour,32,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Bladder cancer, ; ,?Bladder cancer, Type of tumour,33,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Bladder cancer, Type of tumour,33,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Bladder cancer, Type of tumour,33,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Ovarian cancer, ; ,?Ovarian cancer, Type of tumour,34,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Ovarian cancer, Type of tumour,34,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,x,(%) ; ,?Ovarian cancer, Type of tumour,34,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Cancer of unknown primary, ; ,?Cancer of unknown primary, Type of tumour,35,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Cancer of unknown primary, Type of tumour,35,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,x,(%) ; ,?Cancer of unknown primary, Type of tumour,35,2,3,no
1269,2359662,Table 1,BaselineCharacteristic,?Other, ; ,?Other, Type of tumour,36,0,2,no
1269,2359662,Table 1,BaselineCharacteristic,x,No. of patients ; ,?Other, Type of tumour,36,1,3,no
1269,2359662,Table 1,BaselineCharacteristic,xx,(%) ; ,?Other, Type of tumour,36,2,3,no
1318,2360329,Table 1,BaselineCharacteristic,,,None,None,0,0,12,no
1318,2360329,Table 1,BaselineCharacteristic,VIN/CARBO,,,None,0,1,1,no
1318,2360329,Table 1,BaselineCharacteristic,VIN/CARBO,,,None,0,2,1,no
1318,2360329,Table 1,BaselineCharacteristic,GEM/CARBO,,,None,0,3,1,no
1318,2360329,Table 1,BaselineCharacteristic,GEM/CARBO,,,None,0,4,1,no
1318,2360329,Table 1,BaselineCharacteristic,,,,None,0,5,1,no
1318,2360329,Table 1,BaselineCharacteristic,, ; ,None,None,1,0,12,no
1318,2360329,Table 1,BaselineCharacteristic,(n=xxx),VIN/CARBO ; ,,None,1,1,1,no
1318,2360329,Table 1,BaselineCharacteristic,(n=xxx),VIN/CARBO ; ,,None,1,2,1,no
1318,2360329,Table 1,BaselineCharacteristic,(n=xxx),GEM/CARBO ; ,,None,1,3,1,no
1318,2360329,Table 1,BaselineCharacteristic,(n=xxx),GEM/CARBO ; ,,None,1,4,1,no
1318,2360329,Table 1,BaselineCharacteristic,, ; ,,None,1,5,1,no
1318,2360329,Table 1,BaselineCharacteristic,Characteristics, ;  ; ,None,None,2,0,12,no
1318,2360329,Table 1,BaselineCharacteristic,n,VIN/CARBO ; (n=xxx) ; ,Characteristics,None,2,1,1,no
1318,2360329,Table 1,BaselineCharacteristic,%,VIN/CARBO ; (n=xxx) ; ,Characteristics,None,2,2,1,no
