ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasValue
2737,2734077,Table 1,BaselineCharacteristic,Healthy Participants (n = xx; xx men),Healthy Participants (n = xx; xx men) ; ,,None,1,1,1,yes
2811,2758901,Table 1,BaselineCharacteristic,xxx,Gefitinib ; No ;  ; ,None,None,3,1,,yes
2811,2758901,Table 1,BaselineCharacteristic,xx,Erlotinib ; No ;  ; ,None,None,3,3,,yes
2834,2765955,Table 1,BaselineCharacteristic,(n = xx),Males ; ,None,None,1,1,,yes
2834,2765955,Table 1,BaselineCharacteristic,(n = xx),Females ; ,None,None,1,2,,yes
2864,2774660,Table 1,BaselineCharacteristic,xx,Total ; ,Total Participants,None,1,1,3,yes
2864,2774660,Table 1,BaselineCharacteristic,xx,Phase x - treatment ; ,Total Participants,None,1,2,3,yes
2864,2774660,Table 1,BaselineCharacteristic,xx,Phase x - placebo ; ,Total Participants,None,1,3,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xxx,All patients ; ,Patient number,None,1,1,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xx,Subgroup A ; ,Patient number,None,1,2,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xx,Subgroup B ; ,Patient number,None,1,3,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xx,Subgroup C ; ,Patient number,None,1,4,3,yes
3030,2820141,Table 5,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3030,2820141,Table 6,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3030,2820141,Table 7,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3030,2820141,Table 8,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3162,2855860,Table 1,BaselineCharacteristic,Sunitinib (N = xxx),,Patient characteristics,None,0,1,1,yes
3162,2855860,Table 1,BaselineCharacteristic,Capecitabine (N = xxx),,Patient characteristics,None,0,2,1,yes
3275,2894785,Table 1,BaselineCharacteristic,Intervention Groupn = xx,,None,None,0,1,,yes
3275,2894785,Table 1,BaselineCharacteristic,ControlGroupn = xxx,,None,None,0,2,,yes
3291,2902493,Table 1,BaselineCharacteristic,xx,,None,None,0,2,,yes
3561,2990606,Table 1,BaselineCharacteristic,xx,,?Total,None,1,1,1,yes
3561,2990606,Table 1,BaselineCharacteristic,xx,,?Evaluable,None,2,1,1,yes
4024,3102212,Table 2,BaselineCharacteristic,No. patients (n = xx),,Characteristics,None,0,1,1,yes
4246,3165084,Table 1,BaselineCharacteristic,xx(xxx),Number(percent) ; ,None,None,1,1,,yes
4375,3195264,Table 1,BaselineCharacteristic,Iobitridol xxx (n?=?xx),,,None,0,1,1,yes
4375,3195264,Table 1,BaselineCharacteristic,Iodixanol xxx (n?=?xx),,,None,0,2,1,yes
4375,3195264,Table 1,BaselineCharacteristic,Total (n?=?xxx),,,None,0,3,1,yes
4428,3208500,Table 1,BaselineCharacteristic,xx,Number of patients ; ,Patients,,1,1,3,yes
4585,3247194,Table 1,BaselineCharacteristic,xxx,COPD Subjects ; ,None,None,1,2,,yes
4585,3247194,Table 1,BaselineCharacteristic,xx,Smoker Controls ; ,None,None,1,3,,yes
4585,3247194,Table 1,BaselineCharacteristic,xx,Non-smoker Controls ; ,None,None,1,4,,yes
4713,3281202,Table 3,BaselineCharacteristic,N?=?xxx,ISSAAC ; ,,None,1,1,1,yes
4713,3281202,Table 3,BaselineCharacteristic,N?=?xxx,INSECT ; ,,None,1,2,1,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; High transmission ;  ; Ampasimanjeva ; ,None,None,5,1,,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; High transmission ;  ; Vohimasy ; ,None,None,5,2,,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; Low transmission ;  ; Ampasimpotsy ; ,None,None,5,3,,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; Low transmission ;  ; Andasibe ; ,None,None,5,4,,yes
4958,3349177,Table 1,BaselineCharacteristic,xx,No. of patients ; ,Total no.,,1,1,3,yes
5055,3368715,Table 1,BaselineCharacteristic,Febuxostat xx mgN = xxx,,Variable,None,0,1,1,yes
5055,3368715,Table 1,BaselineCharacteristic,Febuxostat xx mgN = xxx,,Variable,None,0,2,1,yes
5055,3368715,Table 1,BaselineCharacteristic,Allopurinol xxx/xxx mgN = xxx,,Variable,None,0,3,1,yes
5162,3397213,Table 1,BaselineCharacteristic,(N = xx),Lapatinib plus bevacizumab ; ,,None,1,1,1,yes
5330,3414800,Table 1,BaselineCharacteristic,AHI<x n=xx,OSA ; snorers ; ,,None,2,1,1,yes
5330,3414800,Table 1,BaselineCharacteristic,AHI x – xx n=xx, ; mild/moderate ; ,,None,2,2,1,yes
5330,3414800,Table 1,BaselineCharacteristic,AHI?xx n=xx, ; severe ; ,,None,2,3,1,yes
5383,3427446,Table 1,BaselineCharacteristic,Values (N?=?xx),,Characteristics,None,0,1,1,yes
5383,3427446,Table 2,BaselineCharacteristic,Group x (N?=?xx),,Characteristics,None,0,1,1,yes
5383,3427446,Table 2,BaselineCharacteristic,Group x (N?=?xx),,Characteristics,None,0,2,1,yes
5561,3465101,Table 1.,BaselineCharacteristic,Efavirenz arm (n?=?xx),,Parameter,None,0,1,1,yes
5561,3465101,Table 1.,BaselineCharacteristic,Nevirapine arm (n?=?xx),,Parameter,None,0,2,1,yes
5569,3466131,Table 1,BaselineCharacteristic,N?=?xxx,Group A ; (XELIRI-Bev) ; ,,None,2,1,1,yes
5569,3466131,Table 1,BaselineCharacteristic,N?=?xxx,Group B ; (FOLFIRI-Bev) ; ,,None,2,2,1,yes
5696,3493663,Table 1,BaselineCharacteristic,ITT xx (xxx.x %),,,None,0,1,1,yes
5696,3493663,Table 1,BaselineCharacteristic,PP xx (xxx.x %),,,None,0,2,1,yes
5758,3502482,Table 1,BaselineCharacteristic,xx Gy step (n?=?xx),,,None,0,1,1,yes
5758,3502482,Table 1,BaselineCharacteristic,xx Gy step (n?=?xx),,,None,0,2,1,yes
5758,3502482,Table 2,BaselineCharacteristic,xx Gy (n?=?xx),,Characteristic,None,0,2,1,yes
5758,3502482,Table 2,BaselineCharacteristic,,Characteristic ; ,None,None,1,0,12,yes
5807,3511174,Table 1,BaselineCharacteristic,Group B (n?=?x),,,None,0,1,1,yes
5807,3511174,Table 1,BaselineCharacteristic,Group BT (n?=?x),,,None,0,2,1,yes
5842,3519573,Table 1,BaselineCharacteristic,Total (N?=?xxx),,,None,0,1,1,yes
5842,3519573,Table 2,BaselineCharacteristic,Total (N?=?xxx),,,None,0,1,1,yes
5842,3519573,Table 7,BaselineCharacteristic,xxx,N ; ,Overall ease of use,None,1,1,3,yes
5842,3519573,Table 8,BaselineCharacteristic,xxx,N ; ,Overall ease of use,None,1,1,3,yes
6034,3553405,Table 1,BaselineCharacteristic,Cilengitide xxx mg/mxn?=?xx,,Characteristics,None,0,1,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Cilengitide xxx mg/mxn?=?xx,,Characteristics,None,0,2,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Cilengitide xxx mg/mxn?=?xx,,Characteristics,None,0,3,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Docetaxel xx mg/mxn?=?xx,,Characteristics,None,0,4,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Total n?=?xxx,,Characteristics,None,0,5,1,yes
6191,3588608,Table 1,BaselineCharacteristic,A (n = xx),Group ; ,A (n = xx),None,1,0,2,yes
6191,3588608,Table 1,BaselineCharacteristic,B (n = xx),Group ; ,B (n = xx),None,2,0,2,yes
6191,3588608,Table 1,BaselineCharacteristic,C (n = x),Group ; ,C (n = x),None,3,0,2,yes
6191,3588608,Table 1,BaselineCharacteristic,Entire group (n = xx),Group ; ,Entire group (n = xx),None,4,0,2,yes
6195,3589659,Table 1,BaselineCharacteristic,xx (xxx.x),Total patient population ; ,Total treated,,2,1,2,yes
6286,3599166,Table 1,BaselineCharacteristic,Moderate (n = x),,,None,0,1,1,yes
6286,3599166,Table 1,BaselineCharacteristic,Moderate (n = x),,,None,0,2,1,yes
6286,3599166,Table 1,BaselineCharacteristic,High (n = xx),,,None,0,3,1,yes
6286,3599166,Table 1,BaselineCharacteristic,High (n = xx),,,None,0,4,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Manic n?=?xx,,,None,0,1,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Hypomanic n?=?xx,,,None,0,2,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Mixed n?=?xx,,,None,0,3,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Depressive n?=?xx,,,None,0,4,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Global N?=?xxx,,,None,0,5,1,yes
6382,394324,Table 1,BaselineCharacteristic,n = x,pts. ; ,L. GG,None,1,1,3,yes
6382,394324,Table 1,BaselineCharacteristic,n = x,pts. ; ,Placebo,None,2,1,3,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,4,0,2,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,6,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,9,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = x,,n = x,,12,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,15,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,24,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,27,0,24,yes
4539,3231981,Table 1,BaselineCharacteristic,x,Duration of dialysis (years) ; x ;  ; x ;  ; x ;  ; x ;  ; ,None,None,9,3,,no
5055,3368715,Table 1,BaselineCharacteristic,xxx (xx.x),Febuxostat xx mgN = xxx ; ,No," Tophi present, n (%)",39,2,3,no
1376,2360764,Table 1,BaselineCharacteristic,Metastatic sites,No. of patients ; xx ; ,Metastatic sites,None,20,1,43,no
2811,2758901,Table 1,BaselineCharacteristic,?Unknown, ;  ;  ; TOTAL ;  ; ,?Unknown, ,23,0,,no
5055,3368715,Table 1,BaselineCharacteristic,,Allopurinol xxx/xxx mgN = xxx ; ,None,None,18,3,3,no
1291,2360092,Table 1,BaselineCharacteristic,+,RT ; , x,,8,8,3,no
309,1586008,Table 1,BaselineCharacteristic,Mean Canadian cardiovascular Class,Variables ; ,Mean Canadian cardiovascular Class,None,16,0,2,no
5569,3466131,Table 1,BaselineCharacteristic,xx (xx),Group A ; (XELIRI-Bev) ; N?=?xxx ; ,Yes, Previous adjuvant chemotherapy,30,1,3,no
6311,3600043,Table 1,BaselineCharacteristic,x.x (x.x),Mixed n?=?xx ; ,"Number of episodes lifetime (mean, SD)",,12,3,3,no
3308,2905428,Table 1,BaselineCharacteristic,, ; ,, Tumor size (cm),6,0,2,no
1287,2360042,Table 1,BaselineCharacteristic,Previous surgery,No ; ,Previous surgery,,28,1,43,no
2737,2734077,Table 1,BaselineCharacteristic,xx.xx (x.xx),"Patients ; TAU-Alone Group (n = xx, xx men) ; ",, Accuracy (%; Chance Performance = xx%),9,3,3,no
715,1998889,Table 2,BaselineCharacteristic,x.x (xx/xx),TUmax/BG: baseline ; ,xx, Patients without obvious tumour at baseline followed by tumour recurrence,10,8,3,no
6405,420259,Table 3,BaselineCharacteristic,x,,,,28,7,3,no
215,1488867,Table 1,BaselineCharacteristic,Histology,Characteristic ; ,None,None,8,0,24,no
1287,2360042,Table 1,BaselineCharacteristic,,Characteristic ; ,,,17,0,2,no
2834,2765955,Table 1,BaselineCharacteristic,,P* ;  ; x.x ;  ; <x.xxx ; ,None,None,5,3,,no
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Performance status (ECOG),15,0,2,no
3275,2894785,Table 1,BaselineCharacteristic,?hypertension+hyperlipidemia,Characteristics ; ,?hypertension+hyperlipidemia," Age, mean ± SD (years)",19,0,,no
3030,2820141,Table 6,BaselineCharacteristic,xx.x ± x.x,Event-free Survival ± SE (%) ;  ; xx-yr EFS ; ,, Age at Diagnosis,19,3,3,no
4861,3321091,Table 2,BaselineCharacteristic,Total MotorASIA **,,Total MotorASIA **,None,7,0,2,no
5937,3539065,Table 3,BaselineCharacteristic,xx,"Cohort x ; Lapatinib x,xxx mg + placebo ; ","Modified intent-to-treat population, n",,2,1,3,yes
4585,3247194,Table 1,BaselineCharacteristic,CES-D score,"Characteristic ; Number ;  ; Age (yrs) ;  ; Male (%) ;  ; Smoking, pack-years ;  ; FEVx % predicted ;  ; % Low attenuation area on CT (< -xxxHU) ;  ; < x% emphysema ;  ; x-xx% emphysema ;  ; xx-xx% emphysema ;  ; > xx% emphysema ;  ; % reversibility FEVx ;  ; BMI ;  ; Fat free mass index ;  ; ",CES-D score,,41,1,,no
2207,2481444,Table 2,BaselineCharacteristic,xx,NAd ; ,xx,None,11,6,3,no
2246,2527821,Table 1,BaselineCharacteristic,?x, ; ,?x, WHO performance status,19,0,2,no
2811,2758901,Table 1,BaselineCharacteristic,,Gefitinib ; No ;  ; xxx ;  ; ,None,None,30,1,,no
1362,2360617,Table 1,BaselineCharacteristic,xx,THC treatment ; Total days ; ,x,None,3,5,3,no
4585,3247194,Table 1,BaselineCharacteristic,xx%,COPD Subjects ; xxx ;  ; xx.x (x.x) ;  ; xx% ;  ; xx.x (xx.x) ;  ; xx.x (xx.x) ;  ; xx.x (xx.x) ;  ; xx% ;  ; xx% ;  ; xx% ;  ; xx% ;  ; x.x (xx.x) ;  ; xx.x (x.x) ;  ; xx.x (x.x) ;  ; ,Number of exacerbations in year prior to enrollment in ECLIPSE,,27,2,,no
4185,3152943,Table 1,BaselineCharacteristic,"RF (kIU/L), mean (SD)","Variable ; Female sex, n (%) ;  ; Age, mean (SD) years ;  ; Duration of RA, mean (SD) years ;  ; ","RF (kIU/L), mean (SD)",,17,0,,no
1273,2359721,Table 1,BaselineCharacteristic,xx,,?No, Prior hormonal therapy,15,1,3,no
309,1586008,Table 1,BaselineCharacteristic,Atrial fibrillation,Variables ; ,Atrial fibrillation,None,13,0,2,no
2834,2765955,Table 1,BaselineCharacteristic,, ;  ; Age ;  ; Height (m) ;  ; Weight (kg) ;  ; BMI (kg/mx) ;  ; K&L Grade x ; ,None,None,11,0,,no
5758,3502482,Table 1,BaselineCharacteristic,xx%,xx Gy step (n?=?xx) ; ,x, Scarff & Bloom histology grade,11,1,3,no
5842,3519573,Table 3,BaselineCharacteristic,x.x,Mean ; ,xg. Changing the dose when the doctor changes the prescriptionx,None,8,2,3,no
3030,2820141,Table 6,BaselineCharacteristic,N, ;  ; ,Protocol,None,2,1,1,no
5842,3519573,Table 3,BaselineCharacteristic,x.x-x.x,Range ; ,xc. Mixing the medicine,None,4,6,3,no
4246,3165084,Table 1,BaselineCharacteristic,,Patient Characteristics ; Total patients ;  ; ,None,None,6,0,,no
5558,3464767,Table 1,BaselineCharacteristic,%,Trastuzumab ; ,Parameter,None,1,2,1,no
5569,3466131,Table 1,BaselineCharacteristic,x (x),Group A ; (XELIRI-Bev) ; N?=?xxx ; ,Rectosigmoid and cecum, Primary location,20,1,3,no
715,1998889,Table 2,BaselineCharacteristic,x,RIT cycles ; ,xx, Patients without obvious tumour at baseline followed by tumour recurrence,2,4,3,no
3097,2835652,Table 1,BaselineCharacteristic,x,x.x ?g ; xx ; ,???x," Advanced disease ?No. of visceral organs involved ??x (subcutaneous, nodal)",31,2,3,no
6405,420259,Table 2,BaselineCharacteristic,,Denuded apices ; ,group x vs group x,None,10,12,3,no
4428,3208500,Table 1,BaselineCharacteristic,?Positive,Characteristics ; ,?Positive, EGFR mutation status,27,0,2,no
1291,2360092,Table 1,BaselineCharacteristic,HG,Histotype ; ,xx,,34,4,3,no
3044,2822223,Table 1,BaselineCharacteristic,xx,Patients ; Percentage of irradiated bone marrow volume ; ,x,None,10,5,3,no
4428,3208500,Table 1,BaselineCharacteristic,?Unknown,Characteristics ; ,?Unknown, EGFR mutation status,29,0,2,no
6405,420259,Table 2,BaselineCharacteristic,,Cell inhomogeneity ; ,group x vs group x,None,7,3,3,no
3097,2835652,Table 1,BaselineCharacteristic,x,x.x ?g ; xx ; ,???x," Advanced disease ?No. of visceral organs involved ??x (subcutaneous, nodal)",31,2,3,no
1423,2361378,Table 1,BaselineCharacteristic,xx (xx),n (%) ; ,?Prior pancreatic surgery, Prior therapy,21,1,3,no
4539,3231981,Table 1,BaselineCharacteristic,M,Gender ; F ;  ; F ;  ; F ;  ; ,None,None,7,2,,no
3105,2837631,Table 1,BaselineCharacteristic,Chemotherapy,,None,None,36,0,24,no
2207,2481444,Table 2,BaselineCharacteristic,"xx,xxx","Heparin, IU/xx hours ; ",x,None,1,5,3,no
449,1885552,Table 1,BaselineCharacteristic,"xxx ± xx,x",Systolic blood pressure (mm Hg) ; ,Vibration (xx),None,3,4,3,no
3030,2820141,Table 6,BaselineCharacteristic,xx.x ± x.x,Overall Survival ± SE (%) ;  ; x-yr OS ; ,, WBC (× xxx/L),24,6,3,no
1287,2360042,Table 1,BaselineCharacteristic,?Lymph nodes,Characteristic ; ,?=high, Motzer risk factor,16,4,3,no
5558,3464767,Table 1,BaselineCharacteristic,,Trastuzumab ; % ; ,None,None,14,2,3,no
4011,3097354,Table 1,BaselineCharacteristic,FIGO stage,"Intervention group, N?=?xx ; ",FIGO stage,None,8,0,2,no
4539,3231981,Table 1,BaselineCharacteristic,x,Duration of dialysis (years) ; x ;  ; x ;  ; x ;  ; ,None,None,7,3,,no
4539,3231981,Table 1,BaselineCharacteristic,,Age (year) ; xx ; ,None,None,2,1,,no
2811,2758901,Table 1,BaselineCharacteristic,,Gefitinib ; % ;  ;  ;  ; ,None,None,27,2,,no
3276,2894820,Table 4,BaselineCharacteristic,x.xx,Control(mean) ; ,,,21,2,3,no
715,1998889,Table 1,BaselineCharacteristic,IV,WHO ; ,xx, Serial FET PET monitoring during and after RIT,8,2,3,no
4305,3176247,Table 1,BaselineCharacteristic,(xx.x),(%) ;  ;  ; ,,,17,7,3,no
5842,3519573,Table 3,BaselineCharacteristic,xx (x.x%),Floor (%) ; ,xj. Knowing when the injection pen has finished injecting the medicine,None,11,4,3,no
4585,3247194,Table 1,BaselineCharacteristic,,"Characteristic ; Number ;  ; Age (yrs) ;  ; Male (%) ;  ; Smoking, pack-years ;  ; FEVx % predicted ;  ; % Low attenuation area on CT (< -xxxHU) ;  ; < x% emphysema ;  ; x-xx% emphysema ; ",None,None,16,1,,no
6405,420259,Table 2,BaselineCharacteristic,,Flattened cells ; ,group x vs group x,None,6,13,3,no
3162,2855860,Table 1,BaselineCharacteristic,xxx (xx),Sunitinib (N = xxx) ; ,," Prior taxane treatment, n (%)a",32,1,3,no
6405,420259,Table 3,BaselineCharacteristic,x,,,,28,15,3,no
5330,3414800,Table 1,BaselineCharacteristic,mild/moderate, ; ,,None,1,2,1,no
3030,2820141,Table 7,BaselineCharacteristic,Overall Survival ± SE (%),,,None,0,6,1,no
2230,2517161,Table 1,BaselineCharacteristic,xx.xx,Fluoroscopy time (min) ; ,xx,None,15,2,3,no
1376,2360764,Table 1,BaselineCharacteristic,ECOG PS,No. of patients ; xx ; ,ECOG PS,None,8,1,43,no
1410,2361304,Table 2,BaselineCharacteristic,x,Prior CT agents ; ,xx,None,1,3,3,no
6405,420259,Table 3,BaselineCharacteristic,x,,n = xx,,18,4,43,no
1504,2361889,Table 1,BaselineCharacteristic,xx (xx.x%),,?x, Number of sites of disease,30,1,3,no
3030,2820141,Table 6,BaselineCharacteristic,,Overall Survival ± SE (%) ;  ; xx-yr OS ; ,Immunophenotype,None,4,8,43,no
2230,2517161,Table 1,BaselineCharacteristic,x,LVL fluoroscopy (min) ; ,x,None,2,3,3,no
5704,3494535,Table 1,BaselineCharacteristic,F,Sex ; ,xx,None,11,2,3,no
5636,3483202,Table 1,BaselineCharacteristic,Age years, ; ,Age years,,1,0,2,no
6405,420259,Table 3,BaselineCharacteristic,x,,,,28,5,3,no
1410,2361304,Table 2,BaselineCharacteristic,xx,Baseline CA xx.x ; ,xx,None,1,9,3,no
5636,3483202,Table 1,BaselineCharacteristic,xx,"Diabetes mellitus, n?=?xx ; ",Smokers,,3,1,3,no
6405,420259,Table 2,BaselineCharacteristic,"SD (x,x)",Cell inhomogeneity ; ,group x vs group x,None,10,3,3,no
3291,2902493,Table 1,BaselineCharacteristic,, ;  ;  ; ,None,None,24,1,,no
6405,420259,Table 3,BaselineCharacteristic,x,,n = xx,,27,20,43,no
6405,420259,Table 3,BaselineCharacteristic,Median,,Group x,,2,1,3,no
2230,2517161,Table 1,BaselineCharacteristic,xx,Procedure time (min) ; ,x,None,2,1,3,no
5469,3447603,Table 1.,BaselineCharacteristic,xx.x,TIV (%) ; ,Cancer,,26,2,3,no
715,1998889,Table 2,BaselineCharacteristic,Patients with small residual tumour at baseline followed by tumour progression,Age (yrs) ; ,None,None,12,0,24,no
1291,2360092,Table 1,BaselineCharacteristic,xx,TFTF ; ,xx,,24,10,3,no
2370,2599890,Table 1,BaselineCharacteristic,x,Duration surgery (hr) ; ,xx,None,11,4,3,no
3094,2831811,Table 1,BaselineCharacteristic,xx.x,PASI Baseline ; x.x ;  ; x.x ;  ; xx.x ;  ; xx.x ;  ; xx.x ;  ; xx.x ;  ; x.x ;  ; xx.x ;  ; xx.x ;  ; xx.x ;  ; xx.x ;  ; xx.x ;  ; ,None,None,25,5,,no
5055,3368715,Table 1,BaselineCharacteristic,,Febuxostat xx mgN = xxx ; ,None,None,62,2,3,no
166,1389847,Table II.,BaselineCharacteristic,Patient ID,,None,None,0,0,12,no
3275,2894785,Table 1,BaselineCharacteristic,?female,Characteristics ; ,?female," Age, mean ± SD (years)",6,0,,no
4305,3176247,Table 1,BaselineCharacteristic,,Characteristics ;  ;  ; ,,,17,0,2,no
4744,3291838,Table 3,BaselineCharacteristic,xx,n ; ,, Sex,46,1,3,no
715,1998889,Table 1,BaselineCharacteristic,f,Sex ; ,xx, Serial FET PET monitoring during and after RIT,7,1,3,no
2811,2758901,Table 1,BaselineCharacteristic,,Erlotinib ; % ;  ;  ;  ; ,None,None,20,4,,no
6405,420259,Table 3,BaselineCharacteristic,x,,,,22,9,3,no
5696,3493663,Table 2,BaselineCharacteristic,x,PFS (months) ; ,f,None,6,13,3,no
1291,2360092,Table 1,BaselineCharacteristic,A,First line ; ,xx,,21,5,3,no
6311,3600043,Table 1,BaselineCharacteristic,xx.x (xx.x),Global N?=?xxx ; ,"Duration of illness in years (mean, SD)",,11,5,3,no
5569,3466131,Table 3,BaselineCharacteristic,VEGF-A (pg/mL),Min ; ,VEGF-A (pg/mL),None,10,5,43,no
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, M category (AJCC),17,0,2,no
3023,2816665,Table 1,BaselineCharacteristic,xx%,Subgroup A ; ,Primary in-situ at study entry,None,5,2,3,no
715,1998889,Table 2,BaselineCharacteristic,xx,Age (yrs) ; ,xx, Patients with small residual tumour at baseline followed by tumour progression,15,0,2,no
3030,2820141,Table 7,BaselineCharacteristic,,Event-free Survival ± SE (%) ;  ; p-value ; ,, Immunophenotype,7,5,3,no
1362,2360617,Table 1,BaselineCharacteristic,Total days,THC treatment ; ,Patient,None,1,5,1,no
4744,3291838,Table 3,BaselineCharacteristic,xx,n ; ,, Alcohol consumption,50,1,3,no
4185,3152943,Table 1,BaselineCharacteristic,,"Canakinumab xxx mg SC qxwk + xxx mg IV loading dose, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ; ",None,None,6,3,,no
6405,420259,Table 3,BaselineCharacteristic,x,,n = xx,,6,5,43,no
2230,2517161,Table 1,BaselineCharacteristic,Procedure time (min),,Patient number,None,0,1,1,no
1410,2361304,Table 1,BaselineCharacteristic,xx,Number ; ,?Radiotherapy, Previous therapies,19,1,3,no
4744,3291838,Table 3,BaselineCharacteristic,x.xxx,p value* ; ,, EPHXx c.xxx,23,3,3,no
4185,3152943,Table 1,BaselineCharacteristic,,"Canakinumab xxx mg SC qxwk, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; xx.xx (x.xxx) ;  ; ",None,None,14,2,,no
1376,2360764,Table 1,BaselineCharacteristic,xx.x,% ; xxx ; ,?Pleural effusion or seeding, Metastatic sites,24,2,3,no
4375,3195264,Table 1,BaselineCharacteristic,Tumors, ; ,None,None,13,0,24,no
1287,2360042,Table 1,BaselineCharacteristic,?Range,Characteristic ; ,?Range," Age, years",5,0,2,no
3030,2820141,Table 6,BaselineCharacteristic,xx.x ± xx.x,Overall Survival ± SE (%) ;  ; xx-yr OS ; ,, Age at Diagnosis,18,8,3,no
6286,3599166,Table 1,BaselineCharacteristic,x.x ± x.x,Moderate (n = x) ; POST ; ,Peripheral PWV (m/s),None,11,2,3,no
6405,420259,Table 2,BaselineCharacteristic,,Plicae ; ,group x vs group x,None,14,20,3,no
